Review_ID,Product,Category,Brand,Review_Text,Rating,Verified_Purchase,Review_Length
381,Camera,Fashion,Adidas,Adidas Camera is very disappointed,1,No,5
382,Backpack,Fashion,HP,HP Backpack is okay for the price,3,No,7
383,Headphones,Accessories,Samsung,Samsung Headphones is waste of money,1,No,6
384,Tablet,Accessories,Nike,Nike Tablet is okay for the price,3,Yes,7
385,Shoes,Fashion,Boat,Boat Shoes is cheap material,1,Yes,5
386,Camera,Fashion,Apple,Apple Camera is decent performance,3,No,5
387,Camera,Fashion,Samsung,Samsung Camera is decent performance,3,Yes,5
388,Headphones,Accessories,Samsung,Samsung Headphones is very good quality,5,No,6
389,Smartphone,Fashion,Apple,Apple Smartphone is late delivery,1,Yes,5
390,Smartwatch,Fashion,Dell,Dell Smartwatch is could be better,3,No,6
391,Smartphone,Electronics,Dell,Dell Smartphone is not satisfied,2,No,5
392,Headphones,Fashion,Adidas,Adidas Headphones is waste of money,1,No,6
393,Backpack,Electronics,Dell,Dell Backpack is bad experience,2,No,5
394,Backpack,Fashion,Apple,Apple Backpack is decent performance,3,Yes,5
395,Smartphone,Accessories,Adidas,Adidas Smartphone is average product,3,Yes,5
396,Smartwatch,Accessories,Sony,Sony Smartwatch is okay for the price,3,Yes,7
397,Smartwatch,Accessories,HP,HP Smartwatch is late delivery,2,Yes,5
398,Smartphone,Fashion,Boat,Boat Smartphone is fast delivery,5,No,5
399,Smartwatch,Accessories,Nike,Nike Smartwatch is poor quality,1,Yes,5
400,Headphones,Fashion,Adidas,Adidas Headphones is average product,3,Yes,5
401,Tablet,Accessories,Adidas,Adidas Tablet is waste of money,2,No,6
402,Laptop,Fashion,Adidas,Adidas Laptop is decent performance,3,No,5
403,Shoes,Accessories,Apple,Apple Shoes is okay for the price,3,Yes,7
404,Shoes,Electronics,Apple,Apple Shoes is waste of money,1,No,6
405,Camera,Accessories,HP,HP Camera is okay for the price,3,Yes,7
406,Camera,Fashion,Sony,Sony Camera is decent performance,3,Yes,5
407,Tablet,Electronics,Nike,Nike Tablet is okay for the price,3,Yes,7
408,Backpack,Fashion,Samsung,Samsung Backpack is cheap material,1,Yes,5
409,Camera,Fashion,Dell,Dell Camera is fast delivery,5,No,5
410,Smartphone,Fashion,Boat,Boat Smartphone is not satisfied,1,Yes,5
411,Headphones,Accessories,Dell,Dell Headphones is bad experience,2,No,5
412,Laptop,Fashion,Apple,Apple Laptop is could be better,3,No,6
413,Tablet,Fashion,Boat,Boat Tablet is average product,3,Yes,5
414,Shoes,Fashion,Samsung,Samsung Shoes is okay for the price,3,No,7
415,Laptop,Electronics,Boat,Boat Laptop is waste of money,2,No,6
416,Camera,Accessories,Sony,Sony Camera is could be better,3,Yes,6
417,Backpack,Accessories,Nike,Nike Backpack is very good quality,4,Yes,6
418,Shoes,Electronics,Apple,Apple Shoes is product stopped working,2,No,6
419,Headphones,Electronics,Boat,Boat Headphones is loved it,4,No,5
420,Headphones,Accessories,Nike,Nike Headphones is fast delivery,5,No,5
421,Laptop,Accessories,HP,HP Laptop is cheap material,1,No,5
422,Tablet,Fashion,Dell,Dell Tablet is not bad,3,Yes,5
423,Tablet,Electronics,Adidas,Adidas Tablet is average product,3,No,5
424,Tablet,Fashion,Nike,Nike Tablet is fast delivery,4,No,5
425,Backpack,Electronics,Samsung,Samsung Backpack is not satisfied,2,Yes,5
426,Smartphone,Electronics,Apple,Apple Smartphone is decent performance,3,No,5
427,Smartwatch,Accessories,Sony,Sony Smartwatch is poor quality,2,No,5
428,Backpack,Electronics,Nike,Nike Backpack is loved it,4,No,5
429,Smartphone,Accessories,HP,HP Smartphone is okay for the price,3,No,7
430,Camera,Accessories,Apple,Apple Camera is okay for the price,3,Yes,7
431,Laptop,Accessories,Sony,Sony Laptop is very good quality,5,Yes,6
432,Smartphone,Accessories,Samsung,Samsung Smartphone is decent performance,3,No,5
433,Tablet,Electronics,Apple,Apple Tablet is fast delivery,4,No,5
434,Backpack,Fashion,Adidas,Adidas Backpack is worth the price,4,Yes,6
435,Laptop,Accessories,Samsung,Samsung Laptop is not satisfied,1,Yes,5
436,Headphones,Accessories,HP,HP Headphones is very disappointed,1,No,5
437,Headphones,Accessories,Apple,Apple Headphones is worth the price,4,No,6
438,Headphones,Fashion,Boat,Boat Headphones is late delivery,2,Yes,5
439,Shoes,Accessories,Boat,Boat Shoes is loved it,4,Yes,5
440,Shoes,Electronics,Samsung,Samsung Shoes is decent performance,3,No,5
441,Tablet,Accessories,Apple,Apple Tablet is waste of money,1,Yes,6
442,Camera,Fashion,HP,HP Camera is very disappointed,1,Yes,5
443,Laptop,Fashion,Samsung,Samsung Laptop is waste of money,1,Yes,6
444,Shoes,Fashion,HP,HP Shoes is excellent product,5,No,5
445,Laptop,Electronics,Nike,Nike Laptop is highly recommended,5,Yes,5
446,Laptop,Accessories,Nike,Nike Laptop is awesome performance,5,No,5
447,Smartphone,Electronics,Boat,Boat Smartphone is okay for the price,3,No,7
448,Shoes,Electronics,Sony,Sony Shoes is great value for money,4,Yes,7
449,Smartphone,Fashion,Sony,Sony Smartphone is okay for the price,3,No,7
450,Shoes,Fashion,Sony,Sony Shoes is could be better,3,Yes,6
451,Laptop,Fashion,Samsung,Samsung Laptop is not bad,3,No,5
452,Laptop,Fashion,Dell,Dell Laptop is waste of money,2,No,6
453,Backpack,Fashion,Sony,Sony Backpack is great value for money,4,Yes,7
454,Smartwatch,Electronics,Samsung,Samsung Smartwatch is average product,3,Yes,5
455,Backpack,Electronics,HP,HP Backpack is excellent product,5,Yes,5
456,Backpack,Fashion,Boat,Boat Backpack is fast delivery,4,No,5
457,Laptop,Electronics,Samsung,Samsung Laptop is waste of money,2,Yes,6
458,Camera,Fashion,Apple,Apple Camera is average product,3,No,5
459,Tablet,Fashion,Samsung,Samsung Tablet is very disappointed,1,Yes,5
460,Tablet,Accessories,Adidas,Adidas Tablet is product stopped working,1,No,6
461,Smartphone,Electronics,HP,HP Smartphone is very good quality,4,Yes,6
462,Smartphone,Electronics,Adidas,Adidas Smartphone is not bad,3,No,5
463,Laptop,Accessories,Boat,Boat Laptop is not bad,3,Yes,5
464,Headphones,Electronics,Nike,Nike Headphones is cheap material,1,Yes,5
465,Tablet,Accessories,Apple,Apple Tablet is fast delivery,5,Yes,5
466,Camera,Accessories,Apple,Apple Camera is okay for the price,3,Yes,7
467,Shoes,Fashion,Nike,Nike Shoes is not satisfied,1,No,5
468,Backpack,Fashion,Dell,Dell Backpack is not bad,3,Yes,5
469,Laptop,Electronics,Sony,Sony Laptop is very good quality,4,Yes,6
470,Camera,Accessories,Apple,Apple Camera is cheap material,2,No,5
471,Tablet,Electronics,Nike,Nike Tablet is great value for money,5,Yes,7
472,Smartwatch,Electronics,Adidas,Adidas Smartwatch is loved it,4,Yes,5
473,Backpack,Accessories,HP,HP Backpack is okay for the price,3,Yes,7
474,Shoes,Electronics,Sony,Sony Shoes is not bad,3,No,5
475,Tablet,Electronics,Apple,Apple Tablet is bad experience,1,Yes,5
476,Headphones,Fashion,Boat,Boat Headphones is excellent product,4,No,5
477,Shoes,Electronics,Apple,Apple Shoes is average product,3,Yes,5
478,Laptop,Electronics,Adidas,Adidas Laptop is great value for money,4,Yes,7
479,Camera,Fashion,HP,HP Camera is poor quality,1,Yes,5
480,Backpack,Electronics,Boat,Boat Backpack is late delivery,1,No,5
481,Smartphone,Accessories,Boat,Boat Smartphone is cheap material,1,No,5
482,Smartphone,Fashion,Apple,Apple Smartphone is late delivery,2,No,5
483,Smartwatch,Fashion,Samsung,Samsung Smartwatch is fast delivery,4,No,5
484,Backpack,Fashion,HP,HP Backpack is cheap material,2,Yes,5
485,Smartphone,Electronics,Nike,Nike Smartphone is awesome performance,4,No,5
486,Smartwatch,Electronics,Sony,Sony Smartwatch is not bad,3,Yes,5
487,Shoes,Electronics,Samsung,Samsung Shoes is okay for the price,3,No,7
488,Smartwatch,Accessories,Adidas,Adidas Smartwatch is not satisfied,1,No,5
489,Backpack,Accessories,Sony,Sony Backpack is average product,3,Yes,5
490,Tablet,Electronics,Samsung,Samsung Tablet is product stopped working,1,Yes,6
491,Tablet,Fashion,Samsung,Samsung Tablet is very good quality,4,Yes,6
492,Backpack,Electronics,Samsung,Samsung Backpack is awesome performance,4,Yes,5
493,Laptop,Electronics,Adidas,Adidas Laptop is okay for the price,3,No,7
494,Laptop,Fashion,Adidas,Adidas Laptop is decent performance,3,No,5
495,Tablet,Electronics,Adidas,Adidas Tablet is highly recommended,5,No,5
496,Shoes,Electronics,Nike,Nike Shoes is highly recommended,5,Yes,5
497,Camera,Electronics,Samsung,Samsung Camera is average product,3,No,5
498,Laptop,Electronics,Dell,Dell Laptop is okay for the price,3,No,7
499,Smartwatch,Fashion,Adidas,Adidas Smartwatch is average product,3,Yes,5
500,Backpack,Electronics,Dell,Dell Backpack is average product,3,No,5
501,Backpack,Electronics,Nike,Nike Backpack is very good quality,4,Yes,6
502,Camera,Fashion,Sony,Sony Camera is fast delivery,5,No,5
503,Laptop,Accessories,Dell,Dell Laptop is very disappointed,2,Yes,5
504,Smartphone,Electronics,Nike,Nike Smartphone is great value for money,4,No,7
505,Backpack,Fashion,Sony,Sony Backpack is waste of money,1,Yes,6
506,Laptop,Accessories,Adidas,Adidas Laptop is average product,3,No,5
507,Camera,Accessories,Sony,Sony Camera is average product,3,No,5
508,Backpack,Electronics,Boat,Boat Backpack is excellent product,4,No,5
509,Shoes,Fashion,Nike,Nike Shoes is could be better,3,Yes,6
510,Tablet,Electronics,Sony,Sony Tablet is excellent product,5,No,5
511,Shoes,Electronics,Dell,Dell Shoes is fast delivery,4,Yes,5
512,Shoes,Fashion,Apple,Apple Shoes is very good quality,4,Yes,6
513,Tablet,Electronics,Nike,Nike Tablet is late delivery,2,No,5
514,Backpack,Fashion,Sony,Sony Backpack is awesome performance,5,Yes,5
515,Shoes,Fashion,Boat,Boat Shoes is cheap material,2,Yes,5
516,Backpack,Accessories,HP,HP Backpack is worth the price,4,Yes,6
517,Camera,Accessories,HP,HP Camera is average product,3,No,5
518,Tablet,Electronics,Nike,Nike Tablet is okay for the price,3,No,7
519,Headphones,Fashion,Apple,Apple Headphones is average product,3,Yes,5
520,Headphones,Fashion,Samsung,Samsung Headphones is very good quality,4,Yes,6
521,Smartwatch,Accessories,Sony,Sony Smartwatch is decent performance,3,No,5
522,Camera,Accessories,HP,HP Camera is waste of money,1,No,6
523,Camera,Fashion,Apple,Apple Camera is cheap material,1,Yes,5
524,Laptop,Accessories,Nike,Nike Laptop is worth the price,4,No,6
525,Tablet,Electronics,Dell,Dell Tablet is product stopped working,2,Yes,6
526,Camera,Fashion,Samsung,Samsung Camera is late delivery,1,No,5
527,Smartphone,Fashion,Dell,Dell Smartphone is okay for the price,3,No,7
528,Shoes,Fashion,Nike,Nike Shoes is awesome performance,5,Yes,5
529,Tablet,Fashion,Adidas,Adidas Tablet is highly recommended,5,No,5
530,Smartwatch,Electronics,Dell,Dell Smartwatch is average product,3,No,5
531,Backpack,Accessories,Samsung,Samsung Backpack is decent performance,3,Yes,5
532,Headphones,Electronics,Samsung,Samsung Headphones is loved it,5,Yes,5
533,Smartphone,Electronics,Dell,Dell Smartphone is excellent product,4,No,5
534,Shoes,Fashion,Adidas,Adidas Shoes is okay for the price,3,No,7
535,Smartphone,Fashion,Boat,Boat Smartphone is average product,3,No,5
536,Headphones,Accessories,Dell,Dell Headphones is decent performance,3,No,5
537,Laptop,Electronics,Nike,Nike Laptop is not satisfied,2,No,5
538,Smartwatch,Accessories,Boat,Boat Smartwatch is highly recommended,4,Yes,5
539,Smartphone,Electronics,Dell,Dell Smartphone is late delivery,1,Yes,5
540,Smartwatch,Accessories,Nike,Nike Smartwatch is average product,3,No,5
541,Camera,Fashion,HP,HP Camera is not bad,3,No,5
542,Shoes,Accessories,HP,HP Shoes is bad experience,2,Yes,5
543,Shoes,Fashion,Apple,Apple Shoes is awesome performance,5,Yes,5
544,Shoes,Accessories,Nike,Nike Shoes is product stopped working,2,No,6
545,Smartphone,Accessories,HP,HP Smartphone is highly recommended,4,No,5
546,Smartphone,Fashion,Dell,Dell Smartphone is okay for the price,3,No,7
547,Smartphone,Fashion,Boat,Boat Smartphone is late delivery,2,Yes,5
548,Tablet,Accessories,Adidas,Adidas Tablet is could be better,3,No,6
549,Laptop,Electronics,Dell,Dell Laptop is highly recommended,5,No,5
550,Headphones,Accessories,Adidas,Adidas Headphones is could be better,3,Yes,6
551,Shoes,Fashion,HP,HP Shoes is awesome performance,4,No,5
552,Laptop,Electronics,Dell,Dell Laptop is product stopped working,2,Yes,6
553,Camera,Fashion,Nike,Nike Camera is bad experience,1,Yes,5
554,Backpack,Accessories,HP,HP Backpack is highly recommended,4,No,5
555,Laptop,Fashion,Dell,Dell Laptop is awesome performance,4,Yes,5
556,Tablet,Electronics,Nike,Nike Tablet is poor quality,1,Yes,5
557,Tablet,Electronics,Apple,Apple Tablet is okay for the price,3,No,7
558,Camera,Fashion,HP,HP Camera is decent performance,3,No,5
559,Backpack,Fashion,Samsung,Samsung Backpack is excellent product,4,Yes,5
560,Smartwatch,Fashion,Adidas,Adidas Smartwatch is excellent product,4,Yes,5
561,Headphones,Electronics,Apple,Apple Headphones is fast delivery,5,No,5
562,Camera,Fashion,Sony,Sony Camera is cheap material,2,No,5
563,Camera,Electronics,Samsung,Samsung Camera is bad experience,1,Yes,5
564,Smartwatch,Accessories,Samsung,Samsung Smartwatch is okay for the price,3,Yes,7
565,Camera,Accessories,Nike,Nike Camera is awesome performance,4,Yes,5
566,Laptop,Electronics,Samsung,Samsung Laptop is average product,3,Yes,5
567,Laptop,Fashion,Nike,Nike Laptop is cheap material,2,Yes,5
568,Camera,Accessories,Apple,Apple Camera is excellent product,5,No,5
569,Headphones,Electronics,HP,HP Headphones is could be better,3,Yes,6
570,Tablet,Accessories,Boat,Boat Tablet is waste of money,1,Yes,6
571,Camera,Electronics,Nike,Nike Camera is bad experience,2,Yes,5
572,Smartwatch,Fashion,Dell,Dell Smartwatch is decent performance,3,Yes,5
573,Laptop,Electronics,Dell,Dell Laptop is excellent product,4,Yes,5
574,Laptop,Accessories,Nike,Nike Laptop is average product,3,Yes,5
575,Tablet,Electronics,Samsung,Samsung Tablet is product stopped working,2,Yes,6
576,Backpack,Accessories,HP,HP Backpack is loved it,5,Yes,5
577,Headphones,Fashion,Sony,Sony Headphones is excellent product,4,No,5
578,Backpack,Electronics,Adidas,Adidas Backpack is product stopped working,1,Yes,6
579,Shoes,Accessories,HP,HP Shoes is late delivery,2,No,5
580,Headphones,Electronics,Samsung,Samsung Headphones is not satisfied,1,Yes,5
581,Headphones,Fashion,HP,HP Headphones is cheap material,2,Yes,5
582,Tablet,Electronics,Dell,Dell Tablet is okay for the price,3,No,7
583,Shoes,Electronics,Adidas,Adidas Shoes is poor quality,1,Yes,5
584,Laptop,Accessories,HP,HP Laptop is not bad,3,Yes,5
585,Headphones,Electronics,Samsung,Samsung Headphones is very disappointed,2,Yes,5
586,Tablet,Electronics,Sony,Sony Tablet is decent performance,3,No,5
587,Shoes,Accessories,Samsung,Samsung Shoes is bad experience,2,Yes,5
588,Camera,Electronics,Boat,Boat Camera is decent performance,3,No,5
589,Tablet,Fashion,Dell,Dell Tablet is cheap material,1,Yes,5
590,Camera,Electronics,HP,HP Camera is poor quality,1,Yes,5
591,Tablet,Fashion,Adidas,Adidas Tablet is loved it,4,Yes,5
592,Tablet,Accessories,Adidas,Adidas Tablet is great value for money,5,No,7
593,Smartphone,Fashion,Adidas,Adidas Smartphone is worth the price,4,No,6
594,Backpack,Electronics,Apple,Apple Backpack is could be better,3,Yes,6
595,Laptop,Accessories,Nike,Nike Laptop is not satisfied,2,Yes,5
596,Smartwatch,Electronics,Dell,Dell Smartwatch is worth the price,5,No,6
597,Laptop,Fashion,Dell,Dell Laptop is fast delivery,4,Yes,5
598,Camera,Accessories,Dell,Dell Camera is poor quality,1,Yes,5
599,Headphones,Electronics,Sony,Sony Headphones is could be better,3,No,6
600,Backpack,Fashion,HP,HP Backpack is could be better,3,Yes,6
601,Shoes,Electronics,Dell,Dell Shoes is late delivery,2,Yes,5
602,Smartwatch,Electronics,Boat,Boat Smartwatch is product stopped working,2,No,6
603,Headphones,Accessories,Sony,Sony Headphones is not bad,3,No,5
604,Backpack,Accessories,Dell,Dell Backpack is average product,3,No,5
605,Shoes,Electronics,HP,HP Shoes is could be better,3,Yes,6
606,Smartphone,Electronics,Samsung,Samsung Smartphone is fast delivery,4,No,5
607,Headphones,Accessories,Samsung,Samsung Headphones is loved it,5,No,5
608,Tablet,Accessories,Apple,Apple Tablet is excellent product,5,Yes,5
609,Camera,Accessories,Boat,Boat Camera is could be better,3,No,6
610,Camera,Fashion,HP,HP Camera is average product,3,No,5
611,Smartphone,Electronics,Nike,Nike Smartphone is average product,3,No,5
612,Smartwatch,Fashion,Nike,Nike Smartwatch is awesome performance,4,Yes,5
613,Headphones,Accessories,Sony,Sony Headphones is average product,3,Yes,5
614,Shoes,Electronics,Nike,Nike Shoes is poor quality,2,Yes,5
615,Smartphone,Fashion,Adidas,Adidas Smartphone is not bad,3,Yes,5
616,Smartphone,Fashion,Nike,Nike Smartphone is highly recommended,5,No,5
617,Headphones,Accessories,Apple,Apple Headphones is awesome performance,4,Yes,5
618,Backpack,Electronics,Boat,Boat Backpack is late delivery,1,No,5
619,Smartwatch,Accessories,Dell,Dell Smartwatch is very disappointed,2,Yes,5
620,Smartwatch,Electronics,Boat,Boat Smartwatch is awesome performance,5,No,5
621,Shoes,Electronics,Nike,Nike Shoes is waste of money,2,No,6
622,Tablet,Electronics,Dell,Dell Tablet is could be better,3,No,6
623,Backpack,Electronics,Apple,Apple Backpack is okay for the price,3,Yes,7
624,Smartphone,Electronics,Apple,Apple Smartphone is could be better,3,Yes,6
625,Laptop,Accessories,Boat,Boat Laptop is decent performance,3,No,5
626,Headphones,Fashion,Samsung,Samsung Headphones is average product,3,No,5
627,Smartphone,Fashion,Sony,Sony Smartphone is worth the price,4,Yes,6
628,Shoes,Fashion,HP,HP Shoes is okay for the price,3,No,7
629,Camera,Electronics,Adidas,Adidas Camera is decent performance,3,No,5
630,Smartphone,Accessories,Apple,Apple Smartphone is average product,3,Yes,5
631,Backpack,Fashion,Apple,Apple Backpack is average product,3,No,5
632,Shoes,Fashion,Dell,Dell Shoes is average product,3,No,5
633,Tablet,Accessories,Sony,Sony Tablet is average product,3,Yes,5
634,Headphones,Accessories,Nike,Nike Headphones is fast delivery,5,No,5
635,Smartphone,Accessories,Samsung,Samsung Smartphone is highly recommended,4,No,5
636,Laptop,Electronics,Nike,Nike Laptop is could be better,3,No,6
637,Headphones,Electronics,Sony,Sony Headphones is fast delivery,4,No,5
638,Smartphone,Accessories,Dell,Dell Smartphone is worth the price,4,Yes,6
639,Laptop,Accessories,Boat,Boat Laptop is waste of money,2,No,6
640,Smartwatch,Fashion,Apple,Apple Smartwatch is very disappointed,1,Yes,5
641,Tablet,Accessories,Adidas,Adidas Tablet is awesome performance,5,No,5
642,Headphones,Fashion,Adidas,Adidas Headphones is could be better,3,No,6
643,Smartwatch,Accessories,Boat,Boat Smartwatch is excellent product,5,No,5
644,Backpack,Fashion,Dell,Dell Backpack is very disappointed,1,No,5
645,Laptop,Accessories,Sony,Sony Laptop is product stopped working,2,Yes,6
646,Shoes,Accessories,Apple,Apple Shoes is not satisfied,1,Yes,5
647,Smartwatch,Accessories,Samsung,Samsung Smartwatch is excellent product,5,No,5
648,Tablet,Fashion,Sony,Sony Tablet is could be better,3,No,6
649,Tablet,Fashion,Apple,Apple Tablet is loved it,4,No,5
650,Smartwatch,Accessories,Sony,Sony Smartwatch is average product,3,Yes,5
651,Headphones,Fashion,Dell,Dell Headphones is not satisfied,1,Yes,5
652,Laptop,Fashion,Nike,Nike Laptop is great value for money,4,Yes,7
653,Camera,Fashion,Dell,Dell Camera is very good quality,5,Yes,6
654,Shoes,Accessories,Nike,Nike Shoes is awesome performance,4,Yes,5
655,Laptop,Fashion,Nike,Nike Laptop is late delivery,2,Yes,5
656,Backpack,Fashion,Adidas,Adidas Backpack is decent performance,3,No,5
657,Headphones,Electronics,Dell,Dell Headphones is average product,3,Yes,5
658,Headphones,Electronics,Sony,Sony Headphones is loved it,4,No,5
659,Smartwatch,Fashion,HP,HP Smartwatch is average product,3,Yes,5
660,Smartwatch,Accessories,Sony,Sony Smartwatch is cheap material,2,No,5
661,Headphones,Electronics,Sony,Sony Headphones is very good quality,4,Yes,6
662,Smartphone,Fashion,Sony,Sony Smartphone is okay for the price,3,Yes,7
663,Smartphone,Electronics,Nike,Nike Smartphone is decent performance,3,Yes,5
664,Headphones,Fashion,Boat,Boat Headphones is cheap material,2,Yes,5
665,Shoes,Accessories,Sony,Sony Shoes is okay for the price,3,No,7
666,Camera,Electronics,HP,HP Camera is waste of money,1,Yes,6
667,Headphones,Electronics,Apple,Apple Headphones is very good quality,5,No,6
668,Smartphone,Electronics,Apple,Apple Smartphone is could be better,3,No,6
669,Smartphone,Accessories,HP,HP Smartphone is okay for the price,3,No,7
670,Smartwatch,Fashion,Dell,Dell Smartwatch is poor quality,2,No,5
671,Laptop,Electronics,HP,HP Laptop is could be better,3,No,6
672,Shoes,Fashion,HP,HP Shoes is bad experience,1,Yes,5
673,Smartphone,Accessories,HP,HP Smartphone is excellent product,4,Yes,5
674,Camera,Electronics,Adidas,Adidas Camera is not bad,3,Yes,5
675,Camera,Accessories,Adidas,Adidas Camera is product stopped working,2,No,6
676,Smartwatch,Accessories,HP,HP Smartwatch is decent performance,3,No,5
677,Shoes,Accessories,Nike,Nike Shoes is awesome performance,5,No,5
678,Headphones,Accessories,Apple,Apple Headphones is decent performance,3,Yes,5
679,Smartwatch,Fashion,HP,HP Smartwatch is not satisfied,1,Yes,5
680,Laptop,Fashion,Sony,Sony Laptop is fast delivery,4,No,5
681,Smartwatch,Electronics,Adidas,Adidas Smartwatch is worth the price,5,Yes,6
682,Camera,Accessories,Nike,Nike Camera is decent performance,3,Yes,5
683,Smartphone,Accessories,Boat,Boat Smartphone is great value for money,5,No,7
684,Headphones,Fashion,Samsung,Samsung Headphones is excellent product,4,Yes,5
685,Headphones,Fashion,Apple,Apple Headphones is average product,3,No,5
686,Smartwatch,Accessories,Samsung,Samsung Smartwatch is late delivery,2,Yes,5
687,Backpack,Electronics,Nike,Nike Backpack is loved it,5,Yes,5
688,Shoes,Fashion,Sony,Sony Shoes is late delivery,1,Yes,5
689,Shoes,Electronics,Adidas,Adidas Shoes is average product,3,No,5
690,Shoes,Fashion,Dell,Dell Shoes is could be better,3,No,6
691,Tablet,Fashion,Samsung,Samsung Tablet is awesome performance,5,Yes,5
692,Smartwatch,Fashion,Boat,Boat Smartwatch is waste of money,2,No,6
693,Smartwatch,Electronics,Nike,Nike Smartwatch is poor quality,2,No,5
694,Laptop,Fashion,Sony,Sony Laptop is not bad,3,No,5
695,Headphones,Fashion,Boat,Boat Headphones is bad experience,2,Yes,5
696,Smartwatch,Electronics,Boat,Boat Smartwatch is very good quality,5,Yes,6
697,Headphones,Electronics,Apple,Apple Headphones is not bad,3,Yes,5
698,Smartphone,Fashion,Samsung,Samsung Smartphone is decent performance,3,No,5
699,Tablet,Fashion,Nike,Nike Tablet is not bad,3,Yes,5
700,Camera,Accessories,Boat,Boat Camera is not bad,3,Yes,5
701,Smartphone,Fashion,Adidas,Adidas Smartphone is fast delivery,5,Yes,5
702,Backpack,Electronics,Samsung,Samsung Backpack is waste of money,2,Yes,6
703,Backpack,Electronics,Nike,Nike Backpack is waste of money,2,No,6
704,Backpack,Electronics,Adidas,Adidas Backpack is loved it,5,No,5
705,Backpack,Fashion,Adidas,Adidas Backpack is bad experience,2,No,5
706,Smartwatch,Accessories,Apple,Apple Smartwatch is not satisfied,1,No,5
707,Smartwatch,Accessories,Sony,Sony Smartwatch is fast delivery,5,Yes,5
708,Camera,Electronics,Dell,Dell Camera is poor quality,1,No,5
709,Smartphone,Electronics,HP,HP Smartphone is product stopped working,2,Yes,6
710,Tablet,Fashion,Apple,Apple Tablet is very good quality,5,No,6
711,Shoes,Electronics,Adidas,Adidas Shoes is very disappointed,2,No,5
712,Headphones,Fashion,Nike,Nike Headphones is awesome performance,4,No,5
713,Tablet,Electronics,Dell,Dell Tablet is could be better,3,No,6
714,Tablet,Electronics,Sony,Sony Tablet is not bad,3,No,5
715,Laptop,Fashion,Sony,Sony Laptop is late delivery,1,Yes,5
716,Shoes,Fashion,HP,HP Shoes is very disappointed,2,No,5
717,Headphones,Electronics,Sony,Sony Headphones is cheap material,2,Yes,5
718,Shoes,Electronics,Apple,Apple Shoes is okay for the price,3,Yes,7
719,Laptop,Accessories,Dell,Dell Laptop is waste of money,1,Yes,6
720,Laptop,Accessories,Nike,Nike Laptop is fast delivery,4,Yes,5
721,Smartwatch,Accessories,Boat,Boat Smartwatch is fast delivery,5,No,5
722,Headphones,Electronics,Samsung,Samsung Headphones is not satisfied,1,No,5
723,Shoes,Electronics,Dell,Dell Shoes is cheap material,2,Yes,5
724,Tablet,Accessories,HP,HP Tablet is could be better,3,No,6
725,Laptop,Fashion,Dell,Dell Laptop is cheap material,1,No,5
726,Shoes,Electronics,Samsung,Samsung Shoes is product stopped working,1,Yes,6
727,Smartphone,Fashion,Dell,Dell Smartphone is product stopped working,2,No,6
728,Smartwatch,Accessories,Samsung,Samsung Smartwatch is fast delivery,5,No,5
729,Camera,Electronics,Boat,Boat Camera is fast delivery,5,No,5
730,Laptop,Accessories,HP,HP Laptop is bad experience,2,Yes,5
731,Shoes,Accessories,Nike,Nike Shoes is could be better,3,No,6
732,Headphones,Fashion,Sony,Sony Headphones is bad experience,1,Yes,5
733,Tablet,Accessories,Nike,Nike Tablet is decent performance,3,No,5
734,Headphones,Accessories,Samsung,Samsung Headphones is awesome performance,4,Yes,5
735,Shoes,Accessories,Sony,Sony Shoes is worth the price,5,No,6
736,Smartwatch,Electronics,Apple,Apple Smartwatch is average product,3,Yes,5
737,Camera,Fashion,Nike,Nike Camera is bad experience,2,No,5
738,Laptop,Electronics,Sony,Sony Laptop is poor quality,2,No,5
739,Headphones,Fashion,Boat,Boat Headphones is waste of money,2,No,6
740,Camera,Electronics,Dell,Dell Camera is worth the price,4,Yes,6
741,Smartwatch,Fashion,Dell,Dell Smartwatch is great value for money,4,No,7
742,Laptop,Fashion,Nike,Nike Laptop is not satisfied,1,No,5
743,Smartwatch,Electronics,Apple,Apple Smartwatch is awesome performance,4,No,5
744,Shoes,Fashion,Apple,Apple Shoes is poor quality,1,Yes,5
745,Headphones,Electronics,Adidas,Adidas Headphones is excellent product,5,Yes,5
746,Backpack,Electronics,Samsung,Samsung Backpack is great value for money,4,No,7
747,Laptop,Fashion,Sony,Sony Laptop is okay for the price,3,Yes,7
748,Smartwatch,Accessories,Samsung,Samsung Smartwatch is very disappointed,2,No,5
749,Smartphone,Accessories,Dell,Dell Smartphone is not satisfied,2,No,5
750,Tablet,Accessories,Boat,Boat Tablet is not bad,3,Yes,5
751,Backpack,Fashion,Dell,Dell Backpack is not bad,3,Yes,5
752,Shoes,Accessories,Nike,Nike Shoes is highly recommended,5,No,5
753,Headphones,Accessories,Samsung,Samsung Headphones is poor quality,2,No,5
754,Backpack,Accessories,Apple,Apple Backpack is okay for the price,3,No,7
755,Shoes,Fashion,Adidas,Adidas Shoes is great value for money,4,No,7
756,Smartphone,Electronics,Sony,Sony Smartphone is worth the price,4,Yes,6
757,Smartwatch,Electronics,Apple,Apple Smartwatch is worth the price,5,No,6
758,Shoes,Fashion,Samsung,Samsung Shoes is decent performance,3,Yes,5
759,Smartphone,Accessories,Boat,Boat Smartphone is average product,3,No,5
760,Backpack,Fashion,HP,HP Backpack is great value for money,4,Yes,7
